artist_name,track_name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Berner,Suicide,51,0.316,0.609,0.857,0,C#,0.23,-5.12,Major,0.356,77.458,0.63,Rap
The Script,Hall of Fame,73,0.0653,0.421,0.873,0,A#,0.123,-4.343,Major,0.0565,84.803,0.63,Rock
Ajmw,OldTricks,44,0.278,0.765,0.427,0.594,B,0.141,-9.824,Minor,0.0498,87.001,0.63,Jazz
Jackson Browne,The Pretender,55,0.158,0.62,0.529,0,G,0.228,-7.976,Major,0.0306,103.18,0.63,Rock
Delta Moon,Just Lucky I Guess,28,0.53,0.738,0.497,0.0964,C,0.0931,-10.91,Major,0.0285,107.929,0.63,Blues
Limp Bizkit,Break Stuff,68,0.0125,0.426,0.894,0.0004,G#,0.187,-6.699,Major,0.174,108.725,0.63,Alternative
Limp Bizkit,Break Stuff,71,0.0125,0.426,0.894,0.0004,G#,0.187,-6.699,Major,0.174,108.725,0.63,Rock
Don Omar,Virtual Diva,62,0.218,0.79,0.885,0,G#,0.636,-4.175,Minor,0.0516,114.009,0.63,Hip-Hop
empty_field,Rock N Roll Outlaw,34,0.268,0.416,0.861,0.0821,A,0.173,-7.502,Major,0.118,135.316,0.63,Blues
Nelly,Air Force Ones,62,0.087,0.777,0.474,0,E,0.089,-10.211,Minor,0.316,164.123,0.63,Hip-Hop
empty_field,II. Allegro,0,0.825,0.511,0.203,0.043,B,0.0948,-14.908,Major,0.0491,68.7,0.631,Classical
JAY Z,Lost Ones,51,0.236,0.762,0.72,0,G#,0.384,-2.156,Minor,0.25,84.023,0.631,Rap
empty_field,Bandana (feat. Assassin),49,0.0443,0.49,0.903,0.0002,C#,0.139,-7.657,Major,0.304,88.551,0.631,Alternative
Freddie Gibbs,Bandana (feat. Assassin),55,0.0443,0.49,0.903,0.0002,C#,0.139,-7.657,Major,0.304,88.551,0.631,Rap
The Meters,Hand Clapping Song,44,0.487,0.805,0.518,0.853,A,0.102,-12.802,Major,0.0804,90.52,0.631,Jazz
Fabolous,Into You (feat. Ashanti),63,0.179,0.726,0.568,0,G,0.0488,-8.358,Minor,0.0298,91.906,0.631,Rap
Fabolous,Into You (feat. Ashanti),63,0.179,0.726,0.568,0,G,0.0488,-8.358,Minor,0.0298,91.906,0.631,Hip-Hop
Muzio Clementi,"Keyboard Sonatina In C Major, Op. 36, No. 1: II. Andante",25,0.995,0.41,0.0621,0.905,F,0.109,-27.896,Major,0.0451,98.705,0.631,Classical
Eric Johnson,Cliffs Of Dover,37,0.483,0.354,0.871,0.905,G,0.889,-7.189,Major,0.0761,102.675,0.631,Classical
Cole Swindell,Hey Y'all,48,0.0103,0.602,0.851,0,B,0.191,-2.706,Major,0.0393,111.96,0.631,Country
Scott Joplin,Stoptime Rag,44,0.989,0.662,0.177,0.9,C,0.186,-20.476,Major,0.0601,118.06,0.631,Classical
UFO,Space Child - 2007 Remaster,41,0.0167,0.461,0.493,0.0176,D,0.0726,-7.012,Major,0.0357,127.619,0.631,Blues
Thelonious Monk,Blue Monk,41,0.767,0.449,0.367,0.534,D#,0.127,-15.488,Major,0.042,141.019,0.631,Jazz
Lemongrass,Moonshine,33,0.525,0.632,0.374,0.916,E,0.0871,-13.772,Minor,0.0711,179.928,0.631,Jazz
Snoop Dogg,Lodi Dodi (feat. Nancy Fletcher),55,0.0114,0.49,0.763,0,G#,0.138,-3.802,Major,0.108,79.015,0.632,Rap
Snoop Dogg,Lodi Dodi (feat. Nancy Fletcher),55,0.0114,0.49,0.763,0,G#,0.138,-3.802,Major,0.108,79.015,0.632,Hip-Hop
Steve Miller Band,Fly Like An Eagle,65,0.626,0.528,0.737,0.0091,A,0.325,-12.703,Minor,0.121,99.361,0.632,Blues
"Blood, Sweat & Tears",Go Down Gamblin',38,0.0944,0.417,0.792,0.0059,C,0.354,-10.47,Major,0.0678,106.395,0.632,Blues
Todd Terje,Eurodans,39,0.0051,0.867,0.883,0.899,C,0.0366,-6.856,Major,0.0519,116,0.632,Electronic
Ben Rector,Drive,58,0.0146,0.565,0.857,0,D,0.0606,-4.519,Major,0.0384,126.072,0.632,Rock
Xscape,Who Can I Run To,59,0.483,0.71,0.545,0,E,0.0644,-9.599,Major,0.0588,140.233,0.632,Hip-Hop
Quiet Riot,Cum on Feel the Noize,70,0.0002,0.441,0.908,0.0033,B,0.0612,-4.627,Minor,0.115,145.439,0.632,Rock
Flosstradamus,Roll Up - Baauer Remix/Infuze ReRoll,47,0.142,0.604,0.966,0.154,G#,0.31,-3.086,Major,0.304,170.074,0.632,Electronic
Kendrick Lamar,DUCKWORTH.,67,0.0536,0.552,0.731,0,G,0.258,-6.873,Major,0.615,174.516,0.632,Rap
Lukas Nelson and Promise of the Real,Simple Life,33,0.149,0.742,0.465,0.0106,E,0.0408,-9.068,Major,0.0514,76.373,0.633,Blues
T-Pain,Best Love Song,62,0.126,0.481,0.818,0,G,0.4,-2.684,Major,0.0833,79.842,0.633,Hip-Hop
empty_field,Parking Brake,50,0.0971,0.513,0.836,0,F#,0.11,-5.391,Major,0.0355,90.014,0.633,Country
Tyga,Bouncin On My D*ck,62,0.0341,0.926,0.474,0,C,0.0643,-9.604,Major,0.429,95.962,0.633,Rap
Tyga,Bouncin On My D*ck,62,0.0341,0.926,0.474,0,C,0.0643,-9.604,Major,0.429,95.962,0.633,Hip-Hop
Kid Rock,Roll On,47,0.1,0.622,0.674,0,B,0.0685,-4.94,Major,0.0275,97.991,0.633,Alternative
Jane's Addiction,Idiots Rule,31,0.0746,0.496,0.967,0.0033,G,0.351,-8.599,Major,0.0555,114.036,0.633,Blues
Lil Wyte,Band Plays On,61,0.0028,0.802,0.794,0,B,0.0927,-5.054,Minor,0.196,152.571,0.633,Country
Lil Wyte,Band Plays On,62,0.0028,0.802,0.794,0,B,0.0927,-5.054,Minor,0.196,152.571,0.633,Rap
Lil Wyte,Band Plays On,62,0.0028,0.802,0.794,0,B,0.0927,-5.054,Minor,0.196,152.571,0.633,Hip-Hop
Lennon & Maisy,Boom Clap,59,0.57,0.653,0.525,0,E,0.141,-7.446,Major,0.0414,156.996,0.633,Country
empty_field,Travelling Riverside Blues - 29/6/69 Top Gear; 2016 Remaster,55,0.177,0.476,0.78,0.0031,G,0.26,-9.009,Major,0.0564,91.609,0.634,Rock
Kyle Park,Leavin' Stephenville,42,0.132,0.527,0.823,0,G,0.216,-3.892,Major,0.0349,97.978,0.634,Country
Eric Clapton,Cocaine - Live from Madison Square Garden,31,0.0294,0.606,0.873,0.75,A,0.892,-7.46,Major,0.0286,110.48,0.634,Blues
Death Grips,Streaky,47,0.226,0.703,0.974,0,E,0.375,-5.406,Minor,0.21,117.35,0.634,Hip-Hop
Ella Fitzgerald,It's Only A Paper Moon,50,0.958,0.732,0.138,0,A#,0.107,-14.28,Major,0.0431,118.44,0.634,Jazz
Dillon Francis,White Boi,53,0.0983,0.83,0.497,0,C#,0.0906,-6.94,Major,0.052,127.965,0.634,Electronic
Denis Solee,Let It Snow! Let It Snow! Let It Snow! (feat. Denis Solee),33,0.88,0.626,0.178,0.901,A#,0.0846,-14.544,Major,0.0475,136.257,0.634,Jazz
James Taylor,Sweet Baby James,60,0.442,0.512,0.239,0,D,0.093,-15.055,Major,0.0353,141.292,0.634,Rock
The Arcs,Plutonium,32,0.0182,0.508,0.688,0,D,0.347,-6.555,Major,0.0417,142.314,0.634,Blues
T.I.,Rubber Band Man,53,0.141,0.601,0.768,0,G#,0.482,-5.712,Major,0.386,152.45,0.634,Rap
T.I.,Rubber Band Man,53,0.141,0.601,0.768,0,G#,0.482,-5.712,Major,0.386,152.45,0.634,Hip-Hop
Ashton Shepherd,Sounds So Good,35,0.291,0.523,0.897,0,E,0.288,-3.487,Major,0.0423,154.263,0.634,Country
Tyler Braden,Little Red Wine,59,0.0438,0.494,0.872,0,C,0.273,-4.539,Major,0.0725,159.983,0.634,Country
Fall Out Boy,Of All The Gin Joints In All The World,55,0.0042,0.42,0.935,0,C,0.0696,-3.314,Major,0.082,172.136,0.634,Rock
Jerry Garcia,Positively 4th Street - Live,29,0.425,0.5,0.401,0.34,G,0.706,-13.943,Major,0.0344,78.889,0.635,Blues
Dexter Wansel,Theme from the Planets,34,0.0067,0.563,0.623,0.442,C,0.0597,-6.966,Minor,0.0418,80.042,0.635,Jazz
Dr. John,Croker Courtbullion,28,0.182,0.273,0.415,0.0024,C,0.0815,-16.422,Minor,0.0618,90.309,0.635,Blues
Gramatik,I'm Doin' My Thang,35,0.0047,0.657,0.884,0.0922,C#,0.242,-6.721,Major,0.351,92.759,0.635,Electronic
Kanye West,Get Em High,51,0.198,0.604,0.652,0,B,0.493,-5.665,Minor,0.373,93.181,0.635,Rap
Rick Ross,In Vein,56,0.281,0.706,0.497,0,D#,0.252,-7.216,Minor,0.0369,96.988,0.635,Hip-Hop
"Albert Hammond, Jr.",Dvsl,34,0.0002,0.515,0.939,0.0009,D,0.125,-4.236,Major,0.0478,105.056,0.635,Blues
John Philip Sousa,The Charlatan Suite (Arr. K. Brion for Wind Band): III. Golden Cars,0,0.981,0.537,0.103,0.931,G#,0.225,-22.631,Major,0.046,120.758,0.635,Classical
OutKast,The Way You Move (feat. Sleepy Brown) - Club Mix,68,0.126,0.871,0.597,0.0001,F,0.0638,-4.932,Minor,0.0464,125.999,0.635,Hip-Hop
La Quinta Estacion,El Sol No Regresa,58,0.0505,0.579,0.898,0,D#,0.213,-3.217,Major,0.0439,127.876,0.635,Rock
Future,Tricks on Me,65,0.435,0.7,0.742,0,G#,0.092,-5.233,Major,0.347,140.172,0.635,Hip-Hop
Smrtdeath,Everything,60,0.193,0.607,0.685,0,F#,0.12,-9.441,Major,0.0347,145,0.635,Rap
Smrtdeath,Everything,60,0.193,0.607,0.685,0,F#,0.12,-9.441,Major,0.0347,145,0.635,Hip-Hop
Kodak Black,Why They Call You Kodak,50,0.0649,0.626,0.635,0,F,0.106,-7.293,Minor,0.344,159.936,0.635,Rap
Kodak Black,Why They Call You Kodak,50,0.0649,0.626,0.635,0,F,0.106,-7.293,Minor,0.344,159.936,0.635,Hip-Hop
The Story So Far,Out of It,51,0.0002,0.381,0.939,0,D,0.389,-3.255,Major,0.0523,173.02,0.635,Alternative
Dave East,Powder,48,0.242,0.647,0.833,0,A,0.105,-4.496,Major,0.309,70.562,0.636,Hip-Hop
Joe Bonamassa,Mountain Climbing,43,0.0012,0.616,0.852,0.0227,G,0.0923,-5.358,Minor,0.0321,94.023,0.636,Blues
Dillon Francis,Get Low (feat. Rae Sremmurd) - Remix,39,0.0178,0.636,0.954,0,B,0.638,-3.248,Minor,0.12,100.977,0.636,Electronic
Key Glock,All I Kno Is Trap,49,0.0696,0.863,0.727,0,C#,0.346,-6.953,Major,0.191,126.024,0.636,Hip-Hop
Justin Timberlake,That Girl,55,0.76,0.728,0.354,0,C#,0.132,-9.626,Major,0.221,132.762,0.636,Rap
Alan Price,O Lucky Man!,29,0.523,0.513,0.688,0,D,0.102,-9.634,Major,0.0343,134,0.636,Blues
Giovanni Battista Sammartini,IV. Andante,0,0.878,0.457,0.17,0.0004,B,0.0924,-15.696,Major,0.0457,139.407,0.636,Classical
Lake Street Dive,Good Kisser,62,0.119,0.485,0.591,0.0028,A#,0.0787,-3.888,Major,0.0453,160.336,0.636,Rock
Justin Moore,Goodbye Back,38,0.0911,0.47,0.805,0,C,0.087,-3.887,Major,0.0321,161.966,0.636,Country
Billy Currington,Hey Girl,58,0.0156,0.469,0.684,0,F#,0.0721,-5.296,Major,0.0308,163.957,0.636,Country
Billy Currington,Hey Girl,59,0.0156,0.469,0.684,0,F#,0.0721,-5.296,Major,0.0308,163.957,0.636,Rock
Stan Getz,Wee (Allen's Alley),32,0.405,0.416,0.373,0.0003,F,0.185,-15.911,Minor,0.1,173.176,0.636,Jazz
Morphine,The Saddest Song,35,0.381,0.457,0.444,0.144,B,0.142,-17.189,Minor,0.0491,173.333,0.636,Blues
SwamiMillion,Cioccolato,35,0.353,0.621,0.951,0.535,E,0.215,-7.618,Major,0.115,95.022,0.637,Jazz
Tab Benoit,Little Girl Blues,18,0.0108,0.496,0.705,0.153,C#,0.416,-7.598,Major,0.0341,96.194,0.637,Blues
Bad Company,Crazy Circles,32,0.354,0.441,0.612,0,D,0.152,-8.614,Major,0.0297,97.417,0.637,Blues
Josh Turner,"Swing Low, Sweet Chariot",43,0.0208,0.618,0.789,0.0003,F,0.0989,-6.284,Major,0.0278,99.978,0.637,Country
Beck,Up All Night,63,0.0038,0.635,0.908,0.0834,C#,0.239,-4.795,Minor,0.0563,110.012,0.637,Rock
Roosevelt,Fever,47,0.03,0.589,0.778,0.005,C,0.0833,-6.317,Major,0.0285,113.965,0.637,Alternative
Brothers Osborne,Arms Of Fire,44,0.141,0.687,0.775,0,D,0.357,-5.456,Major,0.0389,119.993,0.637,Country
Rodney Atkins,Caught Up In The Country,76,0.0072,0.564,0.904,0,G,0.528,-3.808,Major,0.0582,124.102,0.637,Rock
Dreezy,RIP Aretha,52,0.108,0.797,0.457,0,C#,0.0982,-9.226,Major,0.257,132.028,0.637,Rap
Blur,You're So Great - 2012 Remastered Version,39,0.778,0.501,0.723,0.78,B,0.342,-9.792,Major,0.0356,133.196,0.637,Electronic
Bassnectar,Ping Pong,38,0.0001,0.542,0.979,0.732,C#,0.573,-2.286,Major,0.0772,159.931,0.637,Electronic
Ronny Jordan,After Hours (The Antidote),44,0.0447,0.528,0.46,0.0089,F#,0.0795,-17.036,Minor,0.0337,169.351,0.637,Jazz
Clint Black,State Of Mind,43,0.0668,0.619,0.517,0.0001,D,0.518,-11.234,Major,0.0383,82.025,0.638,Country
empty_field,Some Cut (feat. Cutty),59,0.0027,0.901,0.512,0,C#,0.0979,-6.468,Major,0.37,85.012,0.638,Rap
Joomanji,Spread Too Thin (feat. Lindsay Olsen),52,0.728,0.405,0.456,0.6,F#,0.375,-9.498,Major,0.157,87.721,0.638,Jazz
Joomanji,Spread Too Thin (feat. Lindsay Olsen),48,0.728,0.405,0.456,0.6,F#,0.375,-9.498,Major,0.157,87.721,0.638,Alternative
Robin Trower,Coming Closer to the Day,26,0.247,0.6,0.478,0.0005,C,0.146,-10.132,Minor,0.026,91.137,0.638,Blues
Daddy Yankee,Otra Cosa,54,0.228,0.727,0.914,0,F,0.187,-3.027,Minor,0.0784,96.046,0.638,Hip-Hop
Rick Ross,The Devil Is A Lie,61,0.0017,0.68,0.83,0,F,0.382,-3.922,Minor,0.0897,102.91,0.638,Rap
Lynyrd Skynyrd,The Needle And The Spoon,51,0.283,0.53,0.614,0.0281,G,0.53,-11.556,Major,0.0408,115.329,0.638,Country
Tab Benoit,Bayou Boogie,20,0.0207,0.366,0.93,0.476,F#,0.61,-7.843,Minor,0.0962,124.57,0.638,Blues
Carly Pearce,Dare Ya,40,0.0841,0.604,0.703,0,F#,0.131,-5.01,Major,0.0413,138.046,0.638,Country
empty_field,Ten Times,53,0.437,0.807,0.441,0,B,0.126,-8.72,Minor,0.365,140.236,0.638,Rap
Ryan Caraveo,Ten Times,53,0.437,0.807,0.441,0,B,0.126,-8.72,Minor,0.365,140.236,0.638,Hip-Hop
The Allman Brothers Band,"Done Somebody Wrong - Live At The Fillmore East, 1971",36,0.319,0.49,0.622,0.0505,F,0.944,-9.982,Major,0.0688,145.408,0.638,Blues
6LACK,Rules,58,0.178,0.682,0.758,0.0016,G#,0.0964,-6.13,Minor,0.155,147.045,0.638,Hip-Hop
Tech N9ne Collabos,Sorry N' Shit,41,0.0444,0.753,0.882,0,A,0.066,-4.666,Major,0.0781,147.993,0.638,Country
Mom Jeans.,Danger Can't,45,0.0095,0.655,0.466,0,G#,0.0751,-8.758,Major,0.0511,150.968,0.638,Alternative
Colt Ford,Reload (feat. Taylor Ray Holbrook),53,0.127,0.622,0.777,0,B,0.168,-6.084,Minor,0.138,159.923,0.638,Country
The Jon Spencer Blues Explosion,Very Rare,26,0.0116,0.455,0.71,0.879,C,0.216,-4.717,Minor,0.0681,178.915,0.638,Blues
Saliva,They Don't Care About Us,57,0.0012,0.488,0.899,0,G,0.0497,-3.673,Major,0.0532,179.826,0.638,Alternative
Howlin' Wolf,Tail Dragger,24,0.648,0.392,0.471,0,G,0.0703,-9.186,Major,0.0492,187.356,0.638,Blues
flor,back again,65,0.118,0.636,0.597,0.0028,G#,0.124,-6.884,Minor,0.0279,84.979,0.639,Rock
Gramatik,DreamBIG,43,0.0692,0.75,0.579,0.0071,B,0.0862,-7.032,Minor,0.0294,87.037,0.639,Electronic
Pearl Django,Flambee Montalbanaise,38,0.823,0.726,0.412,0.879,B,0.119,-10.22,Minor,0.0385,100.522,0.639,Jazz
De La Soul,Snoopies,49,0.127,0.631,0.604,0,G,0.22,-9.936,Major,0.141,101.925,0.639,Jazz
Johann Sebastian Bach,"Suite No. 3 in C Major, BWV 1009: VII. Gigue",0,0.969,0.444,0.138,0.895,F#,0.145,-19.031,Major,0.0339,106.155,0.639,Classical
David Brinston,Somebody's Cuttin' My Cake,21,0.134,0.774,0.54,0.0002,A#,0.129,-8.186,Minor,0.0303,120.025,0.639,Blues
T. Rex,Rock On,28,0.0352,0.441,0.823,0.0119,G,0.594,-6.704,Major,0.0822,120.509,0.639,Blues
K.Flay,Blood In The Cut,64,0.118,0.77,0.655,0.0234,D,0.125,-5.369,Major,0.0316,129.964,0.639,Rock
empty_field,No Brainer,84,0.0733,0.552,0.76,0,C,0.0865,-4.706,Major,0.342,135.702,0.639,Rap
DJ Khaled,No Brainer,84,0.0733,0.552,0.76,0,C,0.0865,-4.706,Major,0.342,135.702,0.639,Hip-Hop
Mountain,Mississippi Queen,66,0.0975,0.58,0.624,0,A,0.0411,-8.346,Major,0.0784,139.72,0.639,Blues
AWOLNATION,Not Your Fault,46,0.0008,0.597,0.733,0,F,0.0612,-5.238,Major,0.0348,144.028,0.639,Alternative
Getter,Lasers,30,0.0033,0.665,0.911,0.581,C#,0.732,-4.02,Major,0.176,175.153,0.639,Electronic
Miranda Lambert,Old Sh!t,41,0.285,0.423,0.507,0,D#,0.102,-8.6,Major,0.0319,184.364,0.639,Country
Mike Bloomfield,Stop,41,0.256,0.477,0.607,0.146,A,0.107,-8.33,Major,0.0471,87.301,0.64,Blues
Chris Robinson Brotherhood,Rare Birds,29,0.001,0.487,0.745,0.0003,C#,0.0943,-7.949,Minor,0.0351,99.37,0.64,Blues
Marc Antoine,Latin Quarter,36,0.531,0.621,0.773,0.847,G,0.0516,-7.214,Major,0.0338,102.027,0.64,Jazz
Kelly Joe Phelps,Talkin' To Jehova,34,0.941,0.72,0.142,0.0969,E,0.09,-18.26,Minor,0.05,107.134,0.64,Blues
Arctic Monkeys,Baby I'm Yours,55,0.215,0.462,0.595,0,D,0.184,-9.363,Major,0.0347,113.719,0.64,Rock
Susan Tedeschi,Little By Little,23,0.304,0.643,0.515,0,D,0.275,-9.001,Major,0.0511,123.619,0.64,Blues
Deep Purple,Woman from Tokyo - Single Edit; 2002 Remaster [Single Edit],31,0.0124,0.61,0.732,0.0007,E,0.159,-10.201,Major,0.0302,127.32,0.64,Blues
Klischée,Tin Tin,30,0.0167,0.852,0.685,0.0442,G,0.0608,-6.81,Major,0.18,127.979,0.64,Jazz
Gucci Mane,Off the Boat,63,0.0764,0.865,0.557,0,D#,0.0952,-6.295,Minor,0.0827,127.985,0.64,Rap
Gucci Mane,Off the Boat,63,0.0764,0.865,0.557,0,D#,0.0952,-6.295,Minor,0.0827,127.985,0.64,Hip-Hop
empty_field,Can't Make This Up,46,0.157,0.737,0.696,0,A,0.0959,-7.05,Major,0.379,130.012,0.64,Hip-Hop
ISLAND,The Day I Die,45,0.0363,0.643,0.542,0.0002,F#,0.0553,-6.11,Minor,0.0291,132.164,0.64,Alternative
Lyre Le Temps,Prohibition Swing,39,0.0045,0.677,0.79,0,D#,0.495,-6.085,Minor,0.0768,140.945,0.64,Jazz
Jamey Johnson,Flying Silver Eagle,39,0.11,0.568,0.73,0,D,0.123,-5.133,Major,0.0279,141.849,0.64,Country
Trey Songz,Spark (feat. Jacquees),59,0.0493,0.873,0.669,0,G,0.0669,-6.588,Minor,0.149,145.955,0.64,Hip-Hop
Big Brother & The Holding Company,Combination of The Two - Take 3,35,0.267,0.357,0.84,0.005,E,0.299,-8.574,Major,0.0902,152.217,0.64,Blues
Cassadee Pope,Take You Home,61,0.226,0.505,0.865,0,E,0.113,-4.32,Major,0.0598,159.915,0.64,Country
Ookay,Pop It Off,28,0.002,0.597,0.965,0.0319,C,0.485,-2.549,Minor,0.0501,159.936,0.64,Electronic
Parker Millsap,Quite Contrary,31,0.619,0.599,0.47,0.0004,D,0.0979,-5.923,Minor,0.0408,74.616,0.642,Blues
Mark Wills,Jacob's Ladder,45,0.0906,0.596,0.539,0,D,0.247,-8.861,Major,0.0254,77.43,0.642,Country
OutKast,Elevators (Me & You),63,0.0234,0.774,0.586,0.0007,A#,0.0562,-10.434,Minor,0.301,85.075,0.642,Rap
OutKast,Elevators (Me & You),63,0.0234,0.774,0.586,0.0007,A#,0.0562,-10.434,Minor,0.301,85.075,0.642,Hip-Hop
Mestís,Sedosa,35,0.0461,0.665,0.853,0.885,C#,0.218,-7.553,Minor,0.0635,90.065,0.642,Jazz
Nujabes,Eclipse (feat. Substantial),44,0.251,0.596,0.777,0.0717,B,0.206,-11.963,Minor,0.262,95.65,0.642,Jazz
Adelitas Way,Notorious,55,0.0005,0.53,0.967,0.205,C,0.0786,-2.108,Major,0.0657,99.962,0.642,Alternative
Adelitas Way,Notorious,56,0.0005,0.53,0.967,0.205,C,0.0786,-2.108,Major,0.0657,99.962,0.642,Rock
Lil Tecca,Count Me Out,52,0.465,0.836,0.578,0,E,0.198,-8.344,Minor,0.295,102.087,0.642,Hip-Hop
empty_field,Reverend Black Grape,33,0.0006,0.608,0.918,0.0068,G#,0.108,-6.855,Major,0.0659,108.118,0.642,Electronic
Chieli Minucci,Kickin' It Hard,42,0.363,0.748,0.75,0.857,G,0.203,-6.356,Major,0.0318,109.992,0.642,Jazz
Riot Ten,No Surrender (feat. Jeff Kush) - Basstrick Remix,41,0.029,0.789,0.973,0.0208,G#,0.486,-2.627,Minor,0.212,128.007,0.642,Electronic
Zomboy,Get With The Program - Eptic & Trampa Remix,50,0.291,0.637,0.988,0.001,B,0.417,-3.583,Minor,0.293,149.976,0.642,Electronic
Denzel Curry,SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],64,0.0806,0.66,0.784,0,F#,0.113,-7.696,Major,0.285,157.991,0.642,Hip-Hop
Moderatto,Ya Lo Veía Venir,64,0.0169,0.492,0.76,0.0009,D,0.201,-6.388,Major,0.0312,166.018,0.642,Alternative
"quickly, quickly",Blingblingbling,60,0.335,0.54,0.457,0.706,A,0.118,-6.6,Major,0.317,167.77,0.642,Hip-Hop
T-Pain,Getcha Roll on (feat. Tory Lanez),64,0.0422,0.71,0.695,0,C,0.205,-4.458,Major,0.344,171.141,0.642,Rap
T-Pain,Getcha Roll on (feat. Tory Lanez),64,0.0422,0.71,0.695,0,C,0.205,-4.458,Major,0.344,171.141,0.642,Hip-Hop
Brett Young,Chapters,62,0.179,0.589,0.613,0,B,0.0967,-6.816,Major,0.0379,81.015,0.643,Country
Albert King,Cold Feet,27,0.196,0.688,0.555,0.557,C#,0.294,-6.014,Major,0.0612,81.122,0.643,Blues
The Wood Brothers,When I Was Young,27,0.347,0.622,0.735,0.0467,C#,0.0592,-7.936,Major,0.069,96.959,0.643,Blues
Lucinda Williams,Car Wheels On A Gravel Road,54,0.0832,0.628,0.546,0,B,0.135,-6.923,Major,0.0265,98.882,0.643,Country
Lucinda Williams,Car Wheels On A Gravel Road,54,0.0832,0.628,0.546,0,B,0.135,-6.923,Major,0.0265,98.882,0.643,Rock
Bob James,Submarine,35,0.0085,0.685,0.449,0.932,E,0.0816,-15.579,Minor,0.0711,100,0.643,Jazz
Gary Smith,Black Orpheus,52,0.919,0.767,0.258,0.83,A,0.107,-18.331,Minor,0.0471,120.012,0.643,Jazz
Mark B.,Me Llueven,66,0.242,0.852,0.723,0,G,0.647,-3.833,Major,0.078,122.009,0.643,Rap
Jefferson Airplane,Young Girl Sunday Blues,33,0.19,0.535,0.501,0.0004,C,0.0379,-11.522,Major,0.0403,126.031,0.643,Blues
Juicy J,Wax,50,0.0072,0.882,0.753,0,A,0.228,-7.023,Major,0.0911,128.01,0.643,Hip-Hop
RL Grime,Kingpin (feat. Big Sean) - Wuki Remix,40,0.0032,0.779,0.965,0.0004,B,0.907,-1.042,Major,0.0996,129.988,0.643,Electronic
Big Brother & The Holding Company,Flower In the Sun,32,0.134,0.541,0.54,0,F#,0.445,-10.7,Minor,0.166,134.33,0.643,Blues
Count Basie,A Hard Day's Night,39,0.396,0.598,0.368,0.0161,G#,0.108,-10.48,Major,0.0362,136.506,0.643,Jazz
Bone Thugs-N-Harmony,Foe Tha Love of $,57,0.003,0.772,0.695,0,G,0.427,-8.013,Major,0.0735,137.868,0.643,Hip-Hop
Ash Grunwald,Walking,34,0.327,0.581,0.795,0.384,G,0.0736,-6.477,Minor,0.0307,144.988,0.643,Blues
Miles Davis,Venus De Milo - Remastered,33,0.933,0.445,0.253,0.42,G#,0.102,-11.574,Major,0.05,160.075,0.643,Jazz
TobyMac,Hello Future - DJ Maj Par-T Side Remix,44,0.0158,0.482,0.787,0.004,F#,0.134,-6.244,Minor,0.201,182.092,0.643,Alternative
Sammy Hagar,Heavy Metal,56,0.0178,0.276,0.639,0,D,0.292,-11.674,Major,0.0471,186.502,0.643,Rock
Baauer,Dum Dum,43,0.0596,0.787,0.81,0.125,F,0.625,-7.822,Major,0.0993,77.505,0.644,Electronic
Ray Charles,Greenbacks - 2016 Mono Remaster,33,0.581,0.711,0.286,0,D#,0.105,-12.688,Major,0.335,82.073,0.644,Blues
Hüsker Dü,Don't Want To Know If You Are Lonely,52,0.0013,0.305,0.965,0.0012,C,0.317,-5.926,Major,0.0809,90.81,0.644,Alternative
Jidenna,Classic Man - Remix,54,0.119,0.851,0.657,0,D,0.0743,-5.161,Major,0.0559,94.036,0.644,Hip-Hop
Will Smith,Just The Two Of Us,52,0.141,0.805,0.638,0,C#,0.322,-5.864,Major,0.0803,94.52,0.644,Rap
Elefante,Así Es La Vida,70,0.131,0.804,0.67,0,G,0.148,-8.142,Minor,0.0897,97.969,0.644,Rock
David Holmes,Planting the Seed,29,0.151,0.735,0.595,0.846,A#,0.173,-14.142,Minor,0.0605,108.042,0.644,Electronic
Blur,Go Out,44,0.0058,0.625,0.936,0,A,0.146,-3.357,Minor,0.0439,119.985,0.644,Electronic
The Heavy,Since You Been Gone,29,0.0154,0.638,0.931,0.0076,C#,0.0684,-1.239,Major,0.0832,122.101,0.644,Blues
Bobby Darin,Call Me Irresponsible,45,0.695,0.607,0.347,0,G,0.121,-12.241,Major,0.0369,125.485,0.644,Jazz
Cream,Dance The Night Away,37,0.0043,0.348,0.608,0.0027,A,0.0777,-13.209,Minor,0.0399,127.855,0.644,Blues
Colt Ford,Drop Zone Theme Song,47,0.0321,0.619,0.89,0,D,0.417,-6.303,Major,0.0756,142.055,0.644,Country
Michael Ray,You're On,40,0.0083,0.617,0.899,0,G#,0.125,-4.485,Minor,0.0399,144.035,0.644,Country
A Thousand Horses,Preachin' to the Choir,44,0.0646,0.474,0.825,0,G,0.375,-4.373,Major,0.0357,144.066,0.644,Country
Tom Walker,Dominoes,57,0.0218,0.6,0.611,0,D,0.0331,-6.445,Minor,0.0415,160.07,0.644,Rock
Godsmack,Bulletproof,58,0.0002,0.39,0.91,0,F,0.156,-3.268,Minor,0.133,162.253,0.644,Alternative
